name	SL021	SL036	SL037	SL038	SL048	SL050	SL068	SL085	SL086	SL088	SL090	SL103	SL111	SL112	SL114	SL118	SL125	SL200
Maritalea	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Maritalea_myrionectae	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
unclassified_Cohaesibacter	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Cohaesibacter_sp._ES.047	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
Bartonella_sp._WD16.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ruegeria_sp._AD91A	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Sphingopyxis_sp._EG6	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0
Blastomonas_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter_oryzoeni	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Aristophania	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aristophania_vespae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Helicobacter_suis	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Thalassoglobus	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0
Thalassoglobus_polymorphus	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
unclassified_Haloarcula	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Haloarcula_sp._CBA1115	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Halosegnis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
unclassified_Halosegnis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Halosegnis_sp._DT85	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
Halobaculum_rubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloplanus_aerogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pyrococcus_yayanosii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Nitrosotalea_okcheonensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sulfolobus_sp._E5-1-F	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pyrobaculum_islandicum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pyrodictiaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pyrolobus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pyrolobus_fumarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium_phage_RL38J1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Paclarkvirus_IPP55	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0
Streptococcus_phage_CHPC925	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Beetrevirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Beetrevirus_B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phikzvirus_PA7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Salvovirus_bacata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter_phage_JEGGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wizardvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Wizardvirus_nubi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vertoviridae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Chaovirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Chaovirus_ChaoS9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sentinelvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sentinelvirus_sentinel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twarogvirinae	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Lasallevirus	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	1
Acinetobacter_virus_Acj61	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	1
Okabevirinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampunavirus_BpAMP1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Chaseviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cleopatravirinae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Myducvirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Myducvirus_myduc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cotonvirus	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Cotonvirus_japonicum	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Asfuvirales	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Asfarviridae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Asfivirus	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
African_swine_fever_virus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Yatapoxvirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tanapox_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltapolyomavirus_undecihominis	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gammapapillomavirus_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betatorquevirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
unclassified_Betatorquevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTV-like_mini_virus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Haploviricotina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Monjiviricetes	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Mononegavirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Rhabdoviridae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Alpharhabdovirinae	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Barhavirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Barhavirus_muir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sp._PV037	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0
Lactobacillus_sp._PV012	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Anoxybacillus_sp._B7M1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Staphylococcus_sp._IVB6246	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0
Staphylococcus_sp._AntiMn-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	3
Paenibacillus_sp._37	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Exiguobacterium_sp._ZWU0009	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
Clostridium_diolis	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0
Rathayibacter_sp._VKM_Ac-2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Synechococcus_sp._WH_8109	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Synechococcus_sp._WH_8020	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
Planktothrix_tepida	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Picosynechococcus_sp._PCC_7003	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
Leptolyngbya_sp._Cla-17	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
Mycoplasma_sp._(ex_Biomphalaria_glabrata)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycoplasma_haemofelis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Metamycoplasma_canadense	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
unclassified_Vitreoscilla	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Vitreoscilla_sp._C1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Polynucleobacter_sp._MG-Unter2-18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Diaphorobacter_sp._ED-3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Undibacterium_sp._KW1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3
Pseudomonas_lactis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Citrobacter_sp._RHB35-C21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Leclercia_sp._Colony189	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Schneideria	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0
Candidatus_Schneideria_nysicola	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Pseudoalteromonas_sp._KAN5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Pseudoalteromonas_sp._Xi13	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0
Pseudoalteromonas_sp._MT33b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pseudoalteromonas_undina	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Vibrio_echinoideorum	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
endosymbiont_of_Sipalinus_gigas	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Candidatus_Vesicomyosocius_okutanii	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mesorhizobium_sp._C089B	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Brucella_sp._BO2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0
Bartonella_machadoae	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
Bartonella_clarridgeiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas_sp._NCCP_15609	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
Wolbachia_endosymbiont_of_Oedothorax_gibbosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolbachia_endosymbiont_(group_A)_of_Icerya_purchasi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolbachia_endosymbiont_of_Anopheles_demeilloni	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Acidithiobacillus_ferrooxidans	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
Cardinium_endosymbiont_of_Oedothorax_gibbosus	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0
Treponema_paraluiscuniculi	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Candidatus_Borrelia_fainii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_interrogans	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Chlamydia_avium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bdellovibrio_reynosensis	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0
Natrarchaeobaculum_aegyptiacum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
unclassified_Methanoplanus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
Methanoplanus_sp._FWC-SCC4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Methanoregula_formicica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanolobus_sediminis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Thermococcus_sp._P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosopumilus_oxyclinae	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	2
Acidianus_hospitalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fervidicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidicoccus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Fervidicoccus_fontis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lymphocryptovirus_macacinegamma4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Streptococcus_phage_P0095	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Pelagibacter_phage_HTVC008M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Paclarkvirus_IPP65	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Roskildevirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Roskildevirus_cronus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Jiangsuvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jiangsuvirus_pspyzu05	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dabirmavirus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Dabirmavirus_hominis	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Diorhovirus_copri	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cacepaovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cacepaovirus_simiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emcearvirus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Emcearvirus_gerard	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Thornevirus	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Thornevirus_SP15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Markadamsvirinae	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Epseptimavirus	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Epseptimavirus_STG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Humphriesvirinae	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Pollockvirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pollockvirus_pollock	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rockefellervirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rockefellervirus_IPLA5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tunisvirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Salmonpoxvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmon_gillpox_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephemerovirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ephemerovirus_kent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
other_entries	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
other_sequences	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
plasmids	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Plasmid_pWW100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_lactis	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	4	9	7
unclassified_Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus_sp._AC40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_sp._BD59S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus_sp._ACHW1.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Faecalibacterium_sp._IP-3-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Microbacterium_sp._J1-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1
Streptomyces_sp._SS52	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Streptomyces_zhihengii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomadura_sp._ATCC_31491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paulownia_witches'-broom_phytoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._KJ006	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Polynucleobacter_sp._MWH-S4W17	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1
Methylovorus_glucosotrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_sp._RHBSTW-01013	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Shigella_sonnei	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Serratia_sp._JSRIV002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._St290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Pseudoalteromonas_issachenkonii	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Aeromonas_sp._FDAARGOS_1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Oceanisphaera_profunda	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Legionella_longbeachae	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0
Tardiphaga_sp._P9-11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pseudochrobactrum_sp._Wa41.01b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Sulfitobacter_sp._D7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Sulfitobacter_sp._CB2047	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sulfitobacter_guttiformis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sphingobium_sp._LB126	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Brevundimonas_sp._'scallop'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolbachia_endosymbiont_(group_A)_of_Yponomeuta_plumbellus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Microscillaceae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Microscilla	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
unclassified_Microscilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microscilla_sp._PRE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_puertoricensis	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Desulfobulbus_oligotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Methanocorpusculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanocorpusculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanocorpusculum_labreanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Thermosphaera_aggregans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomarinus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
Candidatus_Nitrosomarinus_catalina	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
Candidatus_Nitrosopumilus_koreensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Streptococcus_phage_SMP	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Streptococcus_phage_CHPC1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas_phage_pAEv1810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paclarkvirus_IPP39	0	0	0	0	0	0	0	0	0	0	19	0	0	12	0	0	0	0
Paclarkvirus_IPP54	0	0	0	0	0	0	0	0	0	0	9	0	0	11	0	0	0	0
Paclarkvirus_IPP14	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0
Paclarkvirus_BHN167	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Amginevirus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Amginevirus_ellie	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Moineauvirus_Sfi19	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0
Wizardvirus_bakery	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Mosugukvirus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mosugukvirus_pm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betaentomopoxvirus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Mythimna_separata_entomopoxvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulimoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Badnavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Badnavirus_betavirgamusae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitrinoviricota	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Tolucaviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolivirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tombusviridae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Regressovirinae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Luteovirus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Luteovirus_avii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wenzhou_picorna-like_virus_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphaglobulovirus_PSV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quintoviricetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Piccovirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvovirinae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bocaparvovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bocaparvovirus_primate1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Microviridae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eel_River_basin_pequenovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphatorquevirus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Alphatorquevirus_homin21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_sp._bn62	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3
Enterococcus_sp._FZMF	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Enterococcus_sp._FDAARGOS_375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacillus_sp._JAMB750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_sp._PAMC26543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_sp._FDAARGOS_1420	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
unclassified_Dehalobacter	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Dehalobacter_sp._CF	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Arthrobacter_sp._StoSoilB19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Microbacterium_sp._SGAir0570	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	3
Microbacterium_sp._PAMC21962	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	5	0
Microbacterium_sp._1.5R	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Microbacterium_sp._PAMC22086	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
Curtobacterium_sp._Csp1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Mycobacterium_canettii	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Streptomyces_sp._EN27	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Streptomyces_sp._S1A1-7	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0
Streptomyces_sp._HNM0561	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Micromonospora_chalcea	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	7	0	0
Bifidobacterium_coryneforme	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Anabaena_sp._90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus_sp._TAK9802	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
Mycoplasmoides_gallisepticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polynucleobacter_sp._HIN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Polynucleobacter_sp._MWH-UH25E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polynucleobacter_sp._AP-Nino-20-G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polynucleobacter_ibericus	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
Candidatus_Vallotia_tarda	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
