"name"	"taxRank"	"taxID"	"Max"	"SL021_caries_fre.cladeReads"	"SL036_caries_activ.cladeReads"	"SL037_caries_activ.cladeReads"	"SL038_caries_activ.cladeReads"	"SL048_caries_activ.cladeReads"	"SL050_caries_activ.cladeReads"	"SL068_caries_activ.cladeReads"	"SL085_caries_fre.cladeReads"	"SL086_caries_fre.cladeReads"	"SL088_caries_fre.cladeReads"	"SL090_caries_fre.cladeReads"	"SL103_caries_fre.cladeReads"	"SL111_caries_activ.cladeReads"	"SL112_caries_fre.cladeReads"	"SL114_caries_fre.cladeReads"	"SL118_caries_activ.cladeReads"	"SL125_caries_fre.cladeReads"	"SL200_caries_activ.cladeReads"	"lineage"
"Yonseivirus"	"G"	2843478	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Casjensviridae"
"Yonseivirus soft"	"S"	2845108	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Casjensviridae>Yonseivirus"
"Gracegardnervirinae"	"-"	2946632	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Cheoctovirus"	"G"	1623281	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Gracegardnervirinae"
"Cheoctovirus kersh"	"S"	2955650	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Gracegardnervirinae>Cheoctovirus"
"Loutivirinae"	"-"	2942974	2	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Suoliviridae"
"Buchavirus"	"G"	2942994	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Suoliviridae>Loutivirinae"
"Buchavirus intestinalis"	"S"	2955553	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Suoliviridae>Loutivirinae>Buchavirus"
"Kahnovirus"	"G"	2942979	2	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Steigviridae>Asinivirinae"
"Kahnovirus copri"	"S"	2956046	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Steigviridae>Asinivirinae>Kahnovirus"
"Svunavirus"	"G"	2169625	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Svunavirus sv1"	"S"	396034	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Svunavirus"
"Twortvirinae"	"-"	2560081	7	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	7	2	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Herelleviridae"
"Sepunavirus"	"G"	1980928	7	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	7	2	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Herelleviridae>Twortvirinae"
"Sepunavirus SEP1"	"S"	1980930	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Herelleviridae>Twortvirinae>Sepunavirus"
"Kuleanavirus"	"G"	2843405	2	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Kuleanavirus kuleana"	"S"	2843726	2	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Kuleanavirus"
"Rimavirus"	"G"	2560214	45	NA	NA	NA	2	4	NA	NA	45	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Rimavirus drgrey"	"S"	2560783	45	NA	NA	NA	2	NA	NA	NA	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Rimavirus"
"Tankvirus"	"G"	1982566	3	NA	NA	NA	2	NA	2	2	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"unclassified Tankvirus"	"-"	2301301	3	NA	NA	NA	2	NA	2	2	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Tankvirus"
"Arthrobacter phage SilentRX"	"S"	2836091	3	NA	NA	NA	2	NA	2	2	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Tankvirus>unclassified&nbsp;Tankvirus"
"Flaumdravirus"	"G"	2560133	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Flaumdravirus KIL4"	"S"	2560666	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Flaumdravirus"
"Obolenskvirus"	"G"	1915205	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Obolenskvirus LZ35"	"S"	2560267	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Obolenskvirus"
"Raleighvirus"	"G"	2733203	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Raleighvirus darolandstone"	"S"	2734266	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Raleighvirus"
"Gillianvirus"	"G"	2733177	35	NA	NA	NA	1	35	NA	15	NA	NA	4	NA	3	1	2	NA	NA	NA	1	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Gillianvirus oneinagillian"	"S"	2734236	35	NA	NA	NA	1	35	NA	15	NA	NA	4	NA	3	1	2	NA	NA	NA	1	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Gillianvirus"
"Dismasvirus"	"G"	2560122	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"unclassified Dismasvirus"	"-"	2562666	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Dismasvirus"
"Microbacterium phage Celaena"	"S"	2591214	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Dismasvirus>unclassified&nbsp;Dismasvirus"
"Mesyanzhinovviridae"	"F"	2946162	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	1	1	1	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Bradleyvirinae"	"-"	2946626	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Mesyanzhinovviridae"
"Abidjanvirus"	"G"	1982095	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Mesyanzhinovviridae>Bradleyvirinae"
"Pseudomonas virus PaMx11"	"S"	1982098	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Mesyanzhinovviridae>Bradleyvirinae>Abidjanvirus"
"Ruthgordonvirinae"	"-"	2946645	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Vendettavirus"	"G"	2049885	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Ruthgordonvirinae"
"Vendettavirus vendetta"	"S"	2049886	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Ruthgordonvirinae>Vendettavirus"
"Arquatrovirinae"	"-"	1982875	3	NA	NA	NA	1	3	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Omarvirus"	"G"	2948847	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Arquatrovirinae"
"Omarvirus amethyst"	"S"	2956235	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Arquatrovirinae>Omarvirus"
"Dolichocephalovirinae"	"-"	2732612	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	2	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Bertelyvirus"	"G"	2733152	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Dolichocephalovirinae"
"Bertelyvirus BL9"	"S"	2734192	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Dolichocephalovirinae>Bertelyvirus"
"Coopervirus"	"G"	1982898	2	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Bclasvirinae"
"Coopervirus stinger"	"S"	1983119	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Bclasvirinae>Coopervirus"
"Wifcevirus"	"G"	2733141	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Wifcevirus WFH"	"S"	2734157	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Wifcevirus"
"Moumouvirus goulettemassiliense"	"S"	3080760	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Imitervirales>Mimiviridae>Megamimivirinae>Moumouvirus"
"unclassified Phycodnaviridae"	"-"	455363	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Algavirales>Phycodnaviridae"
"Chrysochromulina ericina virus"	"S"	455364	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Algavirales>Phycodnaviridae>unclassified&nbsp;Phycodnaviridae"
"Prymnesiovirus"	"G"	181086	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Algavirales>Phycodnaviridae"
"unclassified Prymnesiovirus"	"-"	358403	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Algavirales>Phycodnaviridae>Prymnesiovirus"
"Phaeocystis globosa virus"	"S"	251749	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Algavirales>Phycodnaviridae>Prymnesiovirus>unclassified&nbsp;Prymnesiovirus"
"Invertebrate iridescent virus 22"	"S"	345198	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Pimascovirales>Iridoviridae>Betairidovirinae>Chloriridovirus"
"Yokapox virus"	"S"	1076255	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Pokkesviricetes>Chitovirales>Poxviridae>Chordopoxvirinae>Centapoxvirus"
"Entomopoxvirinae"	"-"	10284	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	1	NA	1	NA	NA	1	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Pokkesviricetes>Chitovirales>Poxviridae"
"unclassified Entomopoxvirinae"	"-"	39747	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Pokkesviricetes>Chitovirales>Poxviridae>Entomopoxvirinae"
"Linepithema humile entomopoxvirus 1"	"S"	2259792	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Pokkesviricetes>Chitovirales>Poxviridae>Entomopoxvirinae>unclassified&nbsp;Entomopoxvirinae"
"Pandoravirus macleodensis"	"S"	2107707	2	NA	NA	NA	2	1	NA	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>unclassified&nbsp;viruses>unclassified&nbsp;DNA&nbsp;viruses>unclassified&nbsp;dsDNA&nbsp;viruses>Pandoravirus"
"Pandoravirus dulcis"	"S"	1349409	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"Viruses>unclassified&nbsp;viruses>unclassified&nbsp;DNA&nbsp;viruses>unclassified&nbsp;dsDNA&nbsp;viruses>Pandoravirus"
"Monodnaviria"	"-"	2731342	30	NA	NA	NA	1	NA	7	3	30	3	NA	2	NA	3	NA	2	5	NA	3	"Viruses"
"Shotokuvirae"	"K"	2732092	30	NA	NA	NA	1	NA	7	1	30	3	NA	1	NA	3	NA	2	4	NA	3	"Viruses>Monodnaviria"
"Cossaviricota"	"P"	2732415	30	NA	NA	NA	1	NA	7	1	30	3	NA	1	NA	3	NA	1	NA	NA	3	"Viruses>Monodnaviria>Shotokuvirae"
"Papovaviricetes"	"C"	2732421	30	NA	NA	NA	1	NA	7	1	30	3	NA	NA	NA	3	NA	NA	NA	NA	3	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota"
"Zurhausenvirales"	"O"	2732533	30	NA	NA	NA	1	NA	4	1	30	1	NA	NA	NA	3	NA	NA	NA	NA	1	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota>Papovaviricetes"
"Papillomaviridae"	"F"	151340	30	NA	NA	NA	1	NA	4	1	30	1	NA	NA	NA	3	NA	NA	NA	NA	1	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota>Papovaviricetes>Zurhausenvirales"
"Firstpapillomavirinae"	"-"	2169595	30	NA	NA	NA	1	NA	4	1	30	1	NA	NA	NA	3	NA	NA	NA	NA	1	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota>Papovaviricetes>Zurhausenvirales>Papillomaviridae"
"Gammapapillomavirus"	"G"	325455	3	NA	NA	NA	1	NA	2	1	NA	1	NA	NA	NA	3	NA	NA	NA	NA	NA	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota>Papovaviricetes>Zurhausenvirales>Papillomaviridae>Firstpapillomavirinae"
"unclassified Gammapapillomavirus"	"-"	735504	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota>Papovaviricetes>Zurhausenvirales>Papillomaviridae>Firstpapillomavirinae>Gammapapillomavirus"
"Human papillomavirus KC5"	"S"	1647924	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota>Papovaviricetes>Zurhausenvirales>Papillomaviridae>Firstpapillomavirinae>Gammapapillomavirus>unclassified&nbsp;Gammapapillomavirus"
"unclassified Alphabaculovirus"	"-"	745176	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	"Viruses>Naldaviricetes>Lefavirales>Baculoviridae>Alphabaculovirus"
"Euproctis digramma nucleopolyhedrovirus"	"S"	307466	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	"Viruses>Naldaviricetes>Lefavirales>Baculoviridae>Alphabaculovirus>unclassified&nbsp;Alphabaculovirus"
"Aerococcus mictus"	"S"	2976810	5	NA	NA	NA	NA	2	NA	NA	5	NA	NA	NA	NA	2	3	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Limosilactobacillus portuensis"	"S"	2742601	36	NA	NA	NA	NA	3	36	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Limosilactobacillus frumenti"	"S"	104955	5	NA	NA	NA	NA	2	NA	NA	NA	1	NA	1	NA	1	2	NA	5	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Limosilactobacillus"
"Lacticaseibacillus zeae"	"S"	57037	3	NA	NA	NA	NA	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
"Lacticaseibacillus chiayiensis"	"S"	2100821	2	NA	NA	NA	NA	1	NA	NA	1	1	NA	2	NA	NA	NA	NA	1	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Lacticaseibacillus"
"Enterococcus sp. LX10"	"S"	2920934	11	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus>unclassified&nbsp;Enterococcus"
"Enterococcus sp. M190262"	"S"	2582830	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus>unclassified&nbsp;Enterococcus"
"Bacillus sp. SI2"	"S"	3077323	5	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>unclassified&nbsp;Bacillus&nbsp;(in:&nbsp;firmicutes)"
"Bacillus sp. COPE52"	"S"	2233998	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>unclassified&nbsp;Bacillus&nbsp;(in:&nbsp;firmicutes)"
"Bacillus sp. KICET-3"	"S"	3083256	69	NA	NA	NA	NA	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>unclassified&nbsp;Bacillus&nbsp;(in:&nbsp;firmicutes)"
"Bacillus sp. OxB-1"	"S"	98228	3	NA	NA	NA	NA	1	NA	NA	NA	2	1	NA	3	1	3	NA	2	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>unclassified&nbsp;Bacillus&nbsp;(in:&nbsp;firmicutes)"
"Bacillus stercoris"	"S"	2054641	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Lysinibacillus sp. G01H"	"S"	3026425	6	NA	NA	NA	NA	6	NA	NA	NA	3	NA	NA	4	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Lysinibacillus>unclassified&nbsp;Lysinibacillus"
"Pontibacillus chungwhensis"	"S"	265426	10	NA	NA	NA	NA	3	NA	1	NA	1	9	1	3	2	1	NA	10	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Pontibacillus"
"Staphylococcus sp. NRL 16/872"	"S"	2930131	12	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	2	NA	4	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>unclassified&nbsp;Staphylococcus"
"Staphylococcus sp. 11-B-312"	"S"	2799680	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>unclassified&nbsp;Staphylococcus"
"Staphylococcus muscae"	"S"	1294	6	NA	NA	NA	NA	1	NA	NA	4	NA	3	1	6	2	1	NA	3	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Brevibacillus agri"	"S"	51101	11	NA	NA	NA	NA	4	NA	NA	NA	3	NA	NA	11	NA	NA	2	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Sporosarcina sp. P33"	"S"	1930764	9	NA	NA	NA	NA	9	NA	NA	1	NA	NA	4	NA	NA	NA	NA	NA	NA	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Sporosarcina>unclassified&nbsp;Sporosarcina"
"Planococcus lenghuensis"	"S"	2213202	3	NA	NA	NA	NA	3	3	NA	3	1	1	NA	1	2	NA	NA	NA	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus glaciei"	"S"	459472	2	NA	NA	NA	NA	2	NA	1	NA	NA	NA	2	1	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Planococcus donghaensis"	"S"	414778	4	NA	NA	NA	NA	1	1	1	4	NA	2	NA	2	NA	NA	NA	1	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Kurthia sp. 11kri321"	"S"	1750719	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Kurthia>unclassified&nbsp;Kurthia"
"Exiguobacterium sp. AT1b"	"S"	360911	8	NA	NA	NA	NA	8	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium>unclassified&nbsp;Exiguobacterium"
